tag,mode,frame,det_ms,nav_ms,total_ms,fps,objects
yolo11tiny_1.3.1,stress,730,0.02,0.03,0.05,20202.02,0
yolo11tiny_1.3.1,stress,731,0.02,0.02,0.04,27148.83,0
yolo11tiny_1.3.1,stress,732,0.01,0.02,0.04,27810.22,0
yolo11tiny_1.3.1,stress,733,0.02,0.02,0.04,27745.41,0
yolo11tiny_1.3.1,stress,734,0.02,0.02,0.04,24340.97,0
yolo11tiny_1.3.1,stress,735,0.02,0.03,0.05,21145.23,0
yolo11tiny_1.3.1,stress,736,0.02,0.02,0.04,24340.38,0
yolo11tiny_1.3.1,stress,737,0.02,0.03,0.05,21758.52,0
yolo11tiny_1.3.1,stress,738,0.02,0.1,0.12,8078.07,0
yolo11tiny_1.3.1,stress,739,0.02,0.03,0.05,20960.85,0
yolo11tiny_1.3.1,stress,740,0.02,0.02,0.04,24818.82,0
yolo11tiny_1.3.1,stress,741,0.02,0.02,0.04,22367.36,0
yolo11tiny_1.3.1,stress,742,0.02,0.02,0.04,24365.88,0
yolo11tiny_1.3.1,stress,743,0.02,0.02,0.04,23645.69,0
yolo11tiny_1.3.1,stress,744,0.02,0.02,0.05,22099.45,0
yolo11tiny_1.3.1,stress,745,0.02,0.03,0.04,22263.29,0
yolo11tiny_1.3.1,stress,746,0.02,0.03,0.05,20905.63,0
yolo11tiny_1.3.1,stress,747,0.02,0.02,0.04,28169.01,0
yolo11tiny_1.3.1,stress,748,0.02,0.02,0.04,27649.51,0
yolo11tiny_1.3.1,stress,749,0.02,0.02,0.04,24665.78,0
yolo11tiny_1.3.1,stress,750,0.02,0.02,0.04,25369.76,0
yolo11tiny_1.3.1,stress,751,0.02,0.02,0.04,25342.76,0
yolo11tiny_1.3.1,stress,752,0.02,0.02,0.04,24048.29,0
yolo11tiny_1.3.1,stress,753,0.01,0.01,0.02,43956.04,0
yolo11tiny_1.3.1,stress,754,0.01,0.01,0.03,37735.85,0
yolo11tiny_1.3.1,stress,755,0.02,0.04,0.06,16032.06,0
yolo11tiny_1.3.1,stress,756,0.03,0.03,0.06,17569.44,0
yolo11tiny_1.3.1,stress,757,0.02,0.02,0.04,27428.07,0
yolo11tiny_1.3.1,stress,758,0.02,0.02,0.04,23999.81,0
yolo11tiny_1.3.1,stress,759,0.02,0.02,0.04,24316.11,0
yolo11tiny_1.3.1,stress,760,0.02,0.11,0.13,7645.73,0
yolo11tiny_1.3.1,stress,761,0.02,0.02,0.03,28880.87,0
yolo11tiny_1.3.1,stress,762,0.02,0.03,0.05,21108.18,0
yolo11tiny_1.3.1,stress,763,0.02,0.02,0.04,26578.07,0
yolo11tiny_1.3.1,stress,764,0.02,0.02,0.04,25051.98,0
yolo11tiny_1.3.1,stress,765,0.03,0.03,0.06,16901.31,0
yolo11tiny_1.3.1,stress,766,0.02,0.02,0.05,21390.37,0
yolo11tiny_1.3.1,stress,767,0.02,0.02,0.04,22813.34,0
yolo11tiny_1.3.1,stress,768,0.02,0.02,0.04,24565.2,0
yolo11tiny_1.3.1,stress,769,0.02,0.02,0.04,23188.41,0
yolo11tiny_1.3.1,stress,770,0.02,0.02,0.04,23952.1,0
yolo11tiny_1.3.1,stress,771,0.02,0.02,0.04,26666.67,0
yolo11tiny_1.3.1,stress,772,0.02,0.02,0.04,27057.74,0
yolo11tiny_1.3.1,stress,773,0.01,0.02,0.03,30303.03,0
yolo11tiny_1.3.1,stress,774,0.01,0.02,0.03,31007.75,0
yolo11tiny_1.3.1,stress,775,0.02,0.02,0.03,29126.5,0
yolo11tiny_1.3.1,stress,776,0.02,0.02,0.04,25342.76,0
yolo11tiny_1.3.1,stress,777,0.02,0.09,0.11,9280.74,0
yolo11tiny_1.3.1,stress,778,0.02,0.02,0.04,27087.79,0
yolo11tiny_1.3.1,stress,779,0.02,0.02,0.04,23368.85,0
yolo11tiny_1.3.1,stress,780,0.02,0.02,0.04,28335.03,0
yolo11tiny_1.3.1,stress,781,0.02,0.02,0.04,28202.38,0
yolo11tiny_1.3.1,stress,782,0.02,0.02,0.04,22988.51,0
yolo11tiny_1.3.1,stress,783,0.02,0.02,0.04,25613.44,0
yolo11tiny_1.3.1,stress,784,0.01,0.01,0.02,43557.8,0
yolo11tiny_1.3.1,stress,785,0.01,0.01,0.02,42254.71,0
yolo11tiny_1.3.1,stress,786,6.51,0.04,6.55,152.79,0
yolo11tiny_1.3.1,stress,787,0.01,0.02,0.03,32344.66,0
yolo11tiny_1.3.1,stress,788,0.03,0.02,0.04,22835.74,0
yolo11tiny_1.3.1,stress,789,0.02,0.02,0.04,23143.86,0
yolo11tiny_1.3.1,stress,790,0.02,0.02,0.04,27303.75,0
yolo11tiny_1.3.1,stress,791,0.02,0.02,0.04,27491.41,0
yolo11tiny_1.3.1,stress,792,0.02,0.02,0.04,26905.59,0
yolo11tiny_1.3.1,stress,793,0.02,0.03,0.04,24665.78,0
yolo11tiny_1.3.1,stress,794,0.02,0.02,0.04,25477.71,0
yolo11tiny_1.3.1,stress,795,0.02,0.03,0.05,21680.22,0
yolo11tiny_1.3.1,stress,796,0.02,0.03,0.05,20833.33,0
yolo11tiny_1.3.1,stress,797,0.02,0.02,0.04,24120.22,0
yolo11tiny_1.3.1,stress,798,0.02,0.03,0.05,18706.27,0
yolo11tiny_1.3.1,stress,799,0.02,0.02,0.04,23414.27,0
yolo11tiny_1.3.1,stress,800,0.02,0.03,0.05,18306.64,0
yolo11tiny_1.3.1,stress,801,0.02,0.02,0.04,23715.79,0
yolo11tiny_1.3.1,stress,802,0.02,0.03,0.05,19544.23,0
yolo11tiny_1.3.1,stress,803,0.02,0.02,0.04,27397.26,0
yolo11tiny_1.3.1,stress,804,0.02,0.02,0.04,27179.82,0
yolo11tiny_1.3.1,stress,805,0.02,0.02,0.04,25504.35,0
yolo11tiny_1.3.1,stress,806,0.01,0.02,0.03,29962.55,0
yolo11tiny_1.3.1,stress,807,0.02,0.06,0.08,12931.09,0
yolo11tiny_1.3.1,stress,808,0.02,0.02,0.04,23833.36,0
yolo11tiny_1.3.1,stress,809,0.02,0.02,0.04,25450.47,0
yolo11tiny_1.3.1,stress,810,0.03,0.03,0.05,18648.02,0
yolo11tiny_1.3.1,stress,811,0.03,0.03,0.06,17155.31,0
yolo11tiny_1.3.1,stress,812,0.02,0.02,0.03,28846.71,0
yolo11tiny_1.3.1,stress,813,0.01,0.01,0.03,38217.53,0
yolo11tiny_1.3.1,stress,814,0.01,0.01,0.02,62825.91,0
yolo11tiny_1.3.1,stress,815,0.0,0.0,0.01,117082.31,0
yolo11tiny_1.3.1,stress,816,0.0,0.0,0.01,167841.56,0
yolo11tiny_1.3.1,stress,817,0.01,0.01,0.02,50421.02,0
yolo11tiny_1.3.1,stress,818,0.02,0.02,0.04,24193.74,0
yolo11tiny_1.3.1,stress,819,0.02,0.03,0.05,21201.26,0
yolo11tiny_1.3.1,stress,820,0.02,0.03,0.05,19704.43,0
yolo11tiny_1.3.1,stress,821,0.02,0.02,0.03,29056.25,0
yolo11tiny_1.3.1,stress,822,0.02,0.03,0.04,24365.88,0
yolo11tiny_1.3.1,stress,823,0.02,0.02,0.04,27841.97,0
yolo11tiny_1.3.1,stress,824,0.02,0.02,0.03,29702.68,0
yolo11tiny_1.3.1,stress,825,0.02,0.02,0.04,25104.81,0
yolo11tiny_1.3.1,stress,826,0.02,0.02,0.04,26171.84,0
yolo11tiny_1.3.1,stress,827,0.02,0.02,0.04,23121.39,0
yolo11tiny_1.3.1,stress,828,0.02,0.02,0.04,27491.41,0
yolo11tiny_1.3.1,stress,829,0.02,0.02,0.04,28537.18,0
yolo11tiny_1.3.1,stress,830,0.02,0.02,0.04,23715.79,0
yolo11tiny_1.3.1,stress,831,0.02,0.03,0.05,21390.37,0
yolo11tiny_1.3.1,stress,832,0.02,0.02,0.04,24896.06,0
yolo11tiny_1.3.1,stress,833,0.02,0.03,0.05,20833.33,0
yolo11tiny_1.3.1,stress,834,0.02,0.03,0.05,21276.6,0
yolo11tiny_1.3.1,stress,835,0.04,0.03,0.06,16293.28,0
yolo11tiny_1.3.1,stress,836,0.02,0.02,0.04,24640.86,0
yolo11tiny_1.3.1,stress,837,0.02,0.02,0.04,26002.39,0
yolo11tiny_1.3.1,stress,838,0.02,0.02,0.04,26087.18,0
yolo11tiny_1.3.1,stress,839,0.01,0.02,0.03,30456.23,0
yolo11tiny_1.3.1,stress,840,0.02,0.02,0.04,27272.48,0
yolo11tiny_1.3.1,stress,841,0.02,0.05,0.06,15737.62,0
yolo11tiny_1.3.1,stress,842,0.02,0.04,0.06,16460.91,0
yolo11tiny_1.3.1,stress,843,0.04,0.02,0.06,17634.2,0
yolo11tiny_1.3.1,stress,844,0.02,0.02,0.04,27874.56,0
yolo11tiny_1.3.1,stress,845,0.02,0.03,0.05,18320.72,0
yolo11tiny_1.3.1,stress,846,0.02,0.02,0.04,26030.14,0
yolo11tiny_1.3.1,stress,847,0.02,0.03,0.05,21680.22,0
yolo11tiny_1.3.1,stress,848,0.02,0.02,0.04,28537.18,0
yolo11tiny_1.3.1,stress,849,0.02,0.03,0.05,20905.63,0
yolo11tiny_1.3.1,stress,850,0.02,0.02,0.04,27334.35,0
yolo11tiny_1.3.1,stress,851,0.02,0.02,0.04,28469.75,0
yolo11tiny_1.3.1,stress,852,0.02,0.02,0.04,25343.4,0
yolo11tiny_1.3.1,stress,853,0.02,0.02,0.04,24896.06,0
yolo11tiny_1.3.1,stress,854,0.02,0.03,0.05,20601.14,0
yolo11tiny_1.3.1,stress,855,0.02,0.02,0.04,25209.87,0
yolo11tiny_1.3.1,stress,856,0.02,0.03,0.05,19338.99,0
yolo11tiny_1.3.1,stress,857,0.02,0.03,0.04,22305.0,0
yolo11tiny_1.3.1,stress,858,0.02,0.02,0.04,23143.33,0
yolo11tiny_1.3.1,stress,859,0.02,0.02,0.05,21998.33,0
yolo11tiny_1.3.1,stress,860,0.02,0.03,0.05,22078.95,0
yolo11tiny_1.3.1,stress,861,0.02,0.02,0.04,23414.82,0
yolo11tiny_1.3.1,stress,862,0.02,0.02,0.04,22835.22,0
yolo11tiny_1.3.1,stress,863,0.02,0.02,0.05,22079.44,0
yolo11tiny_1.3.1,stress,864,0.02,0.03,0.05,21239.09,0
yolo11tiny_1.3.1,stress,865,0.02,0.02,0.04,23437.32,0
yolo11tiny_1.3.1,stress,866,0.02,0.03,0.05,20151.13,0
yolo11tiny_1.3.1,stress,867,0.02,0.03,0.05,22140.06,0
yolo11tiny_1.3.1,stress,868,0.02,0.03,0.05,19077.78,0
yolo11tiny_1.3.1,stress,869,0.03,0.08,0.1,9646.36,0
yolo11tiny_1.3.1,stress,870,0.03,0.02,0.05,18957.35,0
yolo11tiny_1.3.1,stress,871,0.03,0.03,0.06,17378.91,0
yolo11tiny_1.3.1,stress,872,0.02,0.02,0.04,22966.86,0
yolo11tiny_1.3.1,stress,873,0.02,0.1,0.11,8765.47,0
yolo11tiny_1.3.1,stress,874,0.02,0.02,0.04,22577.44,0
yolo11tiny_1.3.1,stress,875,0.02,0.03,0.05,21680.22,0
yolo11tiny_1.3.1,stress,876,0.02,0.03,0.05,19480.65,0
yolo11tiny_1.3.1,stress,877,0.02,0.03,0.05,21467.06,0
yolo11tiny_1.3.1,stress,878,0.02,0.02,0.04,24514.61,0
yolo11tiny_1.3.1,stress,879,0.02,0.02,0.04,23255.81,0
yolo11tiny_1.3.1,stress,880,0.02,0.03,0.05,19704.43,0
yolo11tiny_1.3.1,stress,881,0.02,0.02,0.04,22598.87,0
yolo11tiny_1.3.1,stress,882,0.02,0.05,0.07,15315.81,0
yolo11tiny_1.3.1,stress,883,0.02,0.02,0.04,23506.73,0
yolo11tiny_1.3.1,stress,884,0.02,0.02,0.04,22577.44,0
yolo11tiny_1.3.1,stress,885,0.02,0.03,0.05,21390.37,0
yolo11tiny_1.3.1,stress,886,0.02,0.03,0.05,20924.0,0
yolo11tiny_1.3.1,stress,887,0.02,0.02,0.05,21817.86,0
yolo11tiny_1.3.1,stress,888,0.02,0.02,0.04,24000.38,0
yolo11tiny_1.3.1,stress,889,0.02,0.02,0.04,25078.37,0
yolo11tiny_1.3.1,stress,890,0.02,0.03,0.05,18648.02,0
yolo11tiny_1.3.1,stress,891,0.02,0.05,0.07,14010.51,0
yolo11tiny_1.3.1,stress,892,0.04,0.03,0.07,13769.36,0
yolo11tiny_1.3.1,stress,893,0.02,0.02,0.04,24193.74,0
yolo11tiny_1.3.1,stress,894,0.02,0.02,0.04,22857.14,0
yolo11tiny_1.3.1,stress,895,0.02,0.02,0.04,22493.14,0
yolo11tiny_1.3.1,stress,896,0.03,0.04,0.07,14916.25,0
yolo11tiny_1.3.1,stress,897,0.02,0.02,0.04,25316.46,0
yolo11tiny_1.3.1,stress,898,0.02,0.02,0.04,24169.18,0
yolo11tiny_1.3.1,stress,899,0.02,0.02,0.04,24870.05,0
yolo11tiny_1.3.1,stress,900,0.02,0.02,0.04,24515.21,0
yolo11tiny_1.3.1,stress,901,0.02,0.02,0.04,22748.99,0
yolo11tiny_1.3.1,stress,902,0.02,0.03,0.05,21201.71,0
yolo11tiny_1.3.1,stress,903,0.02,0.02,0.04,25889.97,0
yolo11tiny_1.3.1,stress,904,0.02,0.02,0.04,25806.45,0
yolo11tiny_1.3.1,stress,905,0.03,0.04,0.07,14944.11,0
yolo11tiny_1.3.1,stress,906,0.02,0.05,0.07,13978.0,0
yolo11tiny_1.3.1,stress,907,0.02,0.03,0.05,18181.82,0
yolo11tiny_1.3.1,stress,908,0.02,0.02,0.04,23598.82,0
yolo11tiny_1.3.1,stress,909,0.02,0.02,0.04,24169.18,0
yolo11tiny_1.3.1,stress,910,0.02,0.03,0.05,21641.27,0
yolo11tiny_1.3.1,stress,911,0.02,0.02,0.04,23692.19,0
yolo11tiny_1.3.1,stress,912,0.02,0.02,0.04,23975.64,0
yolo11tiny_1.3.1,stress,913,0.02,0.02,0.04,23166.38,0
yolo11tiny_1.3.1,stress,914,0.02,0.02,0.04,23856.67,0
yolo11tiny_1.3.1,stress,915,0.02,0.02,0.05,21621.62,0
yolo11tiny_1.3.1,stress,916,0.02,0.03,0.05,20356.23,0
yolo11tiny_1.3.1,stress,917,0.02,0.02,0.04,22792.02,0
yolo11tiny_1.3.1,stress,918,0.03,0.05,0.08,12772.7,0
yolo11tiny_1.3.1,stress,919,0.02,0.03,0.05,19496.22,0
yolo11tiny_1.3.1,stress,920,0.04,0.03,0.06,15564.2,0
yolo11tiny_1.3.1,stress,921,0.02,0.04,0.06,16949.15,0
yolo11tiny_1.3.1,stress,922,0.03,0.03,0.05,18720.63,0
yolo11tiny_1.3.1,stress,923,0.02,0.02,0.04,26755.85,0
yolo11tiny_1.3.1,stress,924,0.01,0.02,0.03,31454.45,0
yolo11tiny_1.3.1,stress,925,0.02,0.03,0.05,20779.22,0
yolo11tiny_1.3.1,stress,926,0.02,0.02,0.04,24047.71,0
yolo11tiny_1.3.1,stress,927,0.02,0.03,0.05,21409.61,0
yolo11tiny_1.3.1,stress,928,0.02,0.02,0.04,23809.52,0
yolo11tiny_1.3.1,stress,929,0.02,0.03,0.06,17608.42,0
yolo11tiny_1.3.1,stress,930,0.02,0.02,0.04,25889.97,0
yolo11tiny_1.3.1,stress,931,0.02,0.02,0.04,27681.66,0
yolo11tiny_1.3.1,stress,932,0.02,0.02,0.04,27555.04,0
yolo11tiny_1.3.1,stress,933,0.02,0.02,0.04,25051.98,0
yolo11tiny_1.3.1,stress,934,0.02,0.02,0.04,25917.48,0
yolo11tiny_1.3.1,stress,935,0.06,0.02,0.08,12364.76,0
yolo11tiny_1.3.1,stress,936,0.02,0.02,0.04,27027.03,0
yolo11tiny_1.3.1,stress,937,0.03,0.02,0.06,18154.09,0
yolo11tiny_1.3.1,stress,938,0.02,0.02,0.04,22748.47,0
yolo11tiny_1.3.1,stress,939,0.02,0.02,0.05,21917.81,0
yolo11tiny_1.3.1,stress,940,0.02,0.02,0.04,23233.66,0
yolo11tiny_1.3.1,stress,941,0.02,0.02,0.05,22099.45,0
yolo11tiny_1.3.1,stress,942,0.02,0.03,0.05,21719.77,0
yolo11tiny_1.3.1,stress,943,0.03,0.04,0.06,15645.29,0
yolo11tiny_1.3.1,stress,944,0.02,0.02,0.04,24870.67,0
yolo11tiny_1.3.1,stress,945,0.02,0.03,0.05,21258.05,0
yolo11tiny_1.3.1,stress,946,0.02,0.02,0.04,22577.44,0
yolo11tiny_1.3.1,stress,947,0.02,0.03,0.04,22242.98,0
yolo11tiny_1.3.1,stress,948,0.02,0.03,0.05,21978.02,0
yolo11tiny_1.3.1,stress,949,0.02,0.02,0.04,24048.29,0
yolo11tiny_1.3.1,stress,950,0.02,0.02,0.05,20979.31,0
yolo11tiny_1.3.1,stress,951,0.02,0.03,0.04,22325.91,0
yolo11tiny_1.3.1,stress,952,0.02,0.03,0.05,21798.37,0
yolo11tiny_1.3.1,stress,953,0.02,0.03,0.05,20565.55,0
yolo11tiny_1.3.1,stress,954,0.02,0.02,0.04,22408.96,0
yolo11tiny_1.3.1,stress,955,0.02,0.03,0.05,19245.94,0
yolo11tiny_1.3.1,stress,956,0.02,0.02,0.04,22242.49,0
yolo11tiny_1.3.1,stress,957,0.02,0.03,0.06,18126.78,0
yolo11tiny_1.3.1,stress,958,0.03,0.03,0.06,16249.07,0
yolo11tiny_1.3.1,stress,959,0.02,0.07,0.08,11946.29,0
yolo11tiny_1.3.1,stress,960,0.02,0.03,0.05,20548.23,0
yolo11tiny_1.3.1,stress,961,0.02,0.03,0.04,22620.34,0
yolo11tiny_1.3.1,stress,962,0.03,0.04,0.07,15247.85,0
yolo11tiny_1.3.1,stress,963,0.02,0.02,0.04,25370.41,0
yolo11tiny_1.3.1,stress,964,0.02,0.03,0.05,19950.12,0
yolo11tiny_1.3.1,stress,965,0.02,0.02,0.04,23369.4,0
yolo11tiny_1.3.1,stress,966,0.02,0.02,0.04,24440.32,0
yolo11tiny_1.3.1,stress,967,0.02,0.03,0.05,21660.96,0
yolo11tiny_1.3.1,stress,968,0.02,0.02,0.04,24691.36,0
yolo11tiny_1.3.1,stress,969,0.01,0.02,0.03,32876.35,0
yolo11tiny_1.3.1,stress,970,0.02,0.02,0.04,23368.85,0
yolo11tiny_1.3.1,stress,971,0.02,0.02,0.04,27746.18,0
yolo11tiny_1.3.1,stress,972,0.02,0.03,0.05,22119.49,0
yolo11tiny_1.3.1,stress,973,0.02,0.02,0.04,22242.98,0
yolo11tiny_1.3.1,stress,974,0.02,0.02,0.04,23857.24,0
yolo11tiny_1.3.1,stress,975,0.02,0.07,0.09,11085.49,0
yolo11tiny_1.3.1,stress,976,0.02,0.02,0.04,22727.27,0
yolo11tiny_1.3.1,stress,977,0.05,0.02,0.07,14026.82,0
yolo11tiny_1.3.1,stress,978,0.01,0.02,0.03,30928.15,0
yolo11tiny_1.3.1,stress,979,0.02,0.02,0.04,23529.41,0
yolo11tiny_1.3.1,stress,980,0.04,0.02,0.07,14742.09,0
yolo11tiny_1.3.1,stress,981,0.02,0.03,0.05,20495.58,0
yolo11tiny_1.3.1,stress,982,0.03,0.03,0.06,16415.78,0
yolo11tiny_1.3.1,stress,983,0.02,0.03,0.05,21052.63,0
yolo11tiny_1.3.1,stress,984,0.02,0.03,0.05,21485.97,0
yolo11tiny_1.3.1,stress,985,0.02,0.03,0.05,21563.34,0
yolo11tiny_1.3.1,stress,986,0.02,0.03,0.05,21938.0,0
yolo11tiny_1.3.1,stress,987,0.02,0.02,0.04,22966.33,0
yolo11tiny_1.3.1,stress,988,0.02,0.02,0.04,22535.21,0
yolo11tiny_1.3.1,stress,989,0.1,0.03,0.12,8040.2,0
yolo11tiny_1.3.1,stress,990,0.02,0.03,0.05,20707.36,0
yolo11tiny_1.3.1,stress,991,0.02,0.03,0.05,21371.63,0
yolo11tiny_1.3.1,stress,992,0.02,0.02,0.04,24365.88,0
yolo11tiny_1.3.1,stress,993,0.02,0.04,0.06,16205.35,0
yolo11tiny_1.3.1,stress,994,0.02,0.03,0.04,22577.95,0
yolo11tiny_1.3.1,stress,995,0.02,0.02,0.04,22346.37,0
yolo11tiny_1.3.1,stress,996,0.02,0.03,0.05,22201.5,0
yolo11tiny_1.3.1,stress,997,0.02,0.02,0.04,22662.89,0
yolo11tiny_1.3.1,stress,998,0.02,0.02,0.04,26996.38,0
yolo11tiny_1.3.1,stress,999,0.02,0.03,0.05,21621.62,0
yolo11tiny_1.3.1,stress,1000,0.02,0.02,0.05,21295.63,0
yolo11tiny_1.3.1,stress,1001,0.02,0.02,0.04,28070.18,0
yolo11tiny_1.3.1,stress,1002,0.01,0.01,0.02,44037.34,0
yolo11tiny_1.3.1,stress,1003,0.01,0.01,0.02,42704.02,0
yolo11tiny_1.3.1,stress,1004,0.02,0.02,0.05,21817.86,0
yolo11tiny_1.3.1,stress,1005,0.01,0.01,0.02,40471.08,0
yolo11tiny_1.3.1,stress,1006,0.01,0.02,0.03,35820.47,0
yolo11tiny_1.3.1,stress,1007,0.22,0.02,0.23,4259.85,0
yolo11tiny_1.3.1,stress,1008,0.01,0.01,0.02,42328.04,0
yolo11tiny_1.3.1,stress,1009,0.01,0.01,0.03,38277.51,0
yolo11tiny_1.3.1,stress,1010,0.01,0.01,0.02,55300.56,0
yolo11tiny_1.3.1,stress,1011,0.01,0.02,0.04,27149.57,0
yolo11tiny_1.3.1,stress,1012,0.01,0.01,0.02,43010.75,0
yolo11tiny_1.3.1,stress,1013,0.01,0.01,0.02,54794.52,0
yolo11tiny_1.3.1,stress,1014,0.01,0.01,0.02,56075.81,0
yolo11tiny_1.3.1,stress,1015,0.01,0.01,0.02,50208.36,0
yolo11tiny_1.3.1,stress,1016,0.01,0.01,0.02,46511.63,0
yolo11tiny_1.3.1,stress,1017,0.01,0.01,0.03,39603.96,0
yolo11tiny_1.3.1,stress,1018,0.01,0.01,0.02,47337.28,0
yolo11tiny_1.3.1,stress,1019,0.01,0.01,0.02,42553.19,0
yolo11tiny_1.3.1,stress,1020,0.01,0.01,0.02,42179.85,0
yolo11tiny_1.3.1,stress,1021,0.01,0.01,0.03,37676.14,0
yolo11tiny_1.3.1,stress,1022,0.01,0.01,0.03,38277.51,0
yolo11tiny_1.3.1,stress,1023,0.02,0.02,0.03,28915.94,0
yolo11tiny_1.3.1,stress,1024,0.01,0.02,0.04,28571.43,0
yolo11tiny_1.3.1,stress,1025,0.01,0.01,0.02,44774.78,0
yolo11tiny_1.3.1,stress,1026,0.01,0.01,0.02,44361.64,0
yolo11tiny_1.3.1,stress,1027,0.03,0.03,0.06,17228.9,0
yolo11tiny_1.3.1,stress,1028,0.02,0.02,0.04,28201.58,0
yolo11tiny_1.3.1,stress,1029,0.01,0.02,0.03,32042.04,0
yolo11tiny_1.3.1,stress,1030,0.02,0.04,0.06,16260.16,0
yolo11tiny_1.3.1,stress,1031,0.01,0.01,0.02,41593.88,0
yolo11tiny_1.3.1,stress,1032,0.01,0.01,0.02,47808.0,0
yolo11tiny_1.3.1,stress,1033,0.01,0.01,0.02,43875.04,0
yolo11tiny_1.3.1,stress,1034,0.01,0.01,0.02,42105.26,0
yolo11tiny_1.3.1,stress,1035,0.01,0.01,0.02,51064.7,0
yolo11tiny_1.3.1,stress,1036,0.01,0.01,0.02,45283.7,0
yolo11tiny_1.3.1,stress,1037,0.01,0.01,0.02,42477.27,0
yolo11tiny_1.3.1,stress,1038,0.02,0.01,0.03,34832.28,0
yolo11tiny_1.3.1,stress,1039,0.01,0.01,0.02,47431.58,0
yolo11tiny_1.3.1,stress,1040,0.01,0.01,0.02,48683.12,0
yolo11tiny_1.3.1,stress,1041,0.01,0.01,0.02,40201.01,0
yolo11tiny_1.3.1,stress,1042,0.01,0.01,0.02,43555.9,0
yolo11tiny_1.3.1,stress,1043,0.01,0.01,0.02,40472.72,0
yolo11tiny_1.3.1,stress,1044,0.01,0.01,0.02,46783.63,0
yolo11tiny_1.3.1,stress,1045,0.02,0.03,0.06,17817.37,0
yolo11tiny_1.3.1,stress,1046,0.02,0.02,0.04,22514.41,0
yolo11tiny_1.3.1,stress,1047,0.02,0.03,0.05,20924.0,0
yolo11tiny_1.3.1,stress,1048,0.02,0.02,0.05,21998.33,0
yolo11tiny_1.3.1,stress,1049,0.01,0.05,0.07,15160.93,0
yolo11tiny_1.3.1,stress,1050,0.01,0.02,0.03,36363.64,0
yolo11tiny_1.3.1,stress,1051,0.01,0.01,0.02,59115.63,0
yolo11tiny_1.3.1,stress,1052,0.01,0.01,0.02,43557.8,0
yolo11tiny_1.3.1,stress,1053,0.01,0.01,0.02,47058.82,0
yolo11tiny_1.3.1,stress,1054,0.01,0.01,0.02,43399.01,0
yolo11tiny_1.3.1,stress,1055,0.01,0.01,0.02,46332.76,0
yolo11tiny_1.3.1,stress,1056,0.02,0.02,0.04,24922.12,0
yolo11tiny_1.3.1,stress,1057,0.01,0.01,0.03,38337.68,0
yolo11tiny_1.3.1,stress,1058,0.01,0.01,0.03,39801.0,0
yolo11tiny_1.3.1,stress,1059,0.01,0.01,0.03,38034.38,0
yolo11tiny_1.3.1,stress,1060,0.01,0.01,0.02,40748.14,0
yolo11tiny_1.3.1,stress,1061,0.02,0.03,0.05,21182.85,0
yolo11tiny_1.3.1,stress,1062,0.02,0.02,0.04,22922.64,0
yolo11tiny_1.3.1,stress,1063,0.02,0.02,0.04,23529.41,0
yolo11tiny_1.3.1,stress,1064,0.02,0.02,0.04,26431.95,0
yolo11tiny_1.3.1,stress,1065,0.02,0.02,0.04,27713.88,0
yolo11tiny_1.3.1,stress,1066,0.02,0.02,0.04,23437.87,0
yolo11tiny_1.3.1,stress,1067,0.02,0.02,0.03,28571.43,0
yolo11tiny_1.3.1,stress,1068,0.02,0.02,0.04,24047.71,0
yolo11tiny_1.3.1,stress,1069,0.02,0.02,0.04,22408.96,0
yolo11tiny_1.3.1,stress,1070,0.03,0.02,0.05,18404.68,0
yolo11tiny_1.3.1,stress,1071,0.02,0.02,0.04,22325.42,0
yolo11tiny_1.3.1,stress,1072,0.02,0.03,0.05,19966.46,0
yolo11tiny_1.3.1,stress,1073,0.02,0.02,0.04,24218.35,0
yolo11tiny_1.3.1,stress,1074,0.02,0.02,0.05,21239.09,0
yolo11tiny_1.3.1,stress,1075,0.02,0.02,0.04,27273.22,0
yolo11tiny_1.3.1,stress,1076,0.02,0.03,0.05,19639.81,0
yolo11tiny_1.3.1,stress,1077,0.02,0.03,0.05,19704.43,0
yolo11tiny_1.3.1,stress,1078,0.02,0.03,0.05,22180.82,0
yolo11tiny_1.3.1,stress,1079,0.02,0.02,0.04,25668.67,0
yolo11tiny_1.3.1,stress,1080,0.03,0.04,0.06,16304.44,0
yolo11tiny_1.3.1,stress,1081,0.02,0.03,0.05,19639.81,0
yolo11tiny_1.3.1,stress,1082,0.02,0.03,0.05,20978.87,0
yolo11tiny_1.3.1,stress,1083,0.15,0.03,0.17,5795.69,0
yolo11tiny_1.3.1,stress,1084,0.02,0.03,0.05,22018.67,0
yolo11tiny_1.3.1,stress,1085,0.02,0.02,0.04,26286.74,0
yolo11tiny_1.3.1,stress,1086,0.02,0.02,0.05,22201.5,0
yolo11tiny_1.3.1,stress,1087,0.02,0.03,0.05,21333.33,0
yolo11tiny_1.3.1,stress,1088,0.02,0.02,0.04,23738.87,0
yolo11tiny_1.3.1,stress,1089,0.04,0.03,0.07,14311.27,0
yolo11tiny_1.3.1,stress,1090,0.02,0.02,0.05,21719.3,0
yolo11tiny_1.3.1,stress,1091,0.02,0.02,0.03,29161.32,0
yolo11tiny_1.3.1,stress,1092,0.02,0.02,0.04,26726.53,0
yolo11tiny_1.3.1,stress,1093,0.02,0.02,0.04,27650.28,0
yolo11tiny_1.3.1,stress,1094,0.01,0.02,0.03,33241.37,0
